Language,Category,Topic,FAQ,Answer
English,Wealth management,Additional portfolios,Can additional portfolios be opened with different investment strategies?,"Yes. A separate investment strategy can be defined for each portfolio. For example, you can select the VaR 25% strategy for your first portfolio and ESG 80 for your second portfolio. The selection is limited in each case by the maximum permissible risk category. The maximum risk category has been determined based on your investment objectives, your knowledge and experience, and your financial situation."
English,Wealth management,Additional portfolios,Can I transfer investments between my portfolios?,"You can make deposits and withdrawals in your portfolios at any time. Thus, you can also transfer investments from Portfolio 1 to Portfolio 2, for example. To do this, make a withdrawal to Portfolio 1. As soon as the money has been credited to your current account, you can order a deposit into Portfolio 2. This is possible via the Scalable Capital client area."
English,Wealth management,Investment model & risk management,Is Scalable Capital an active wealth manager?,"No, not in the conventional sense. We offer passive investment with active risk management. Within the various asset classes (e.g. equities or bonds), we invest exclusively in passive ETFs and, where applicable, ETCs that track a specific market at the lowest possible cost. The weighting of the various asset classes is carried out dynamically on the basis of our investment and risk management technology on the one hand - and strategically on the basis of the management of the equity quota in our sustainable strategies on the other - and is thus active in the strictest sense.

We thus only make adjustments to your portfolio if your risk of loss is forecast to exceed or fall below a higher probability (dynamic risk management strategies) or if your portfolio weights deviate from the target weights (sustainable strategies). In this way, your investment risk is always controlled.

Unlike an active asset manager, we do not make portfolio reallocations based on opinions about the price performance of specific asset classes. An active asset manager selects individual stocks based on expected value growth (so-called stock picking). However, countless empirical studies show that this is not effective."
English,Wealth management,Investment model & risk management,How do ESG portfolios differ from VaR portfolios?,"With both portfolios, we take over asset management for you. This means that we make the investment decisions for you with regard to portfolio allocation and select suitable financial instruments for you. For both the ESG and VaR portfolios, we only use ETFs and ETCs for portfolio composition that meet our screening criteria such as high liquidity or low costs. In terms of portfolio composition, we also aim to achieve regional diversification across different asset classes for ESG and VaR portfolios. This helps to ensure diversification of risk.

While the VaR portfolios invest primarily in ETFs that track the most liquid benchmark indices, the ESG portfolios use ETFs that have defined sustainable indices as benchmarks. These are currently less liquid for this purpose.

Your ESG and VaR portfolio is continuously monitored by our investment technology. If movements in the market cause significant deviations from the target weights of your investment strategy, we automatically rebalance your ESG portfolio. Your desired equity quota between 0 and 100% is thus always restored. Optionally, you can add gold to your portfolio.
The VaR portfolios also include dynamic risk management. This means that the equity weighting is controlled by our risk management technology. In our highest risk category VaR 25, for example, the range of equity investments is 45% - 85%.

Our goal is to use sustainable ETFs in the VaR portfolios in the future as well. However, these will be subject to more frequent reallocations due to the dynamic risk model. Sustainable ETFs are not yet suitable for this purpose due to their lower liquidity. However, it is already possible to use them in the context of strategic management of the equity quota with target weightings. That is why we would like to make access possible for our customers with immediate effect."
English,Wealth management,Investment model & risk management,What is ESG?,"The abbreviation stands for ""Environmental, Social, Governance"", the consideration of environmental protection, social aspects and good corporate governance. In each of these three dimensions, companies are assessed according to a series of benchmarks:

E: Criteria such as commitment to combating climate change or protecting natural resources.
S: Aspects such as respect for human rights and exclusion of child labor.
G: Here, the focus is on anti-corruption and transparency, for example.

We select ETFs for you whose underlying index is composed according to the above criteria."
English,Wealth management,Investment model & risk management,What is Value-at-Risk (VaR)?,"""Value-at-Risk"" (VaR) is a widely used statistical risk measure in banking and insurance. VaR indicates the loss threshold that will not be exceeded with a certain probability within a given period of time.

The VaR used by Scalable Capital quantifies the annual loss that should not be exceeded with a probability of 95% (VaR with annual horizon and 95% confidence level).

For example, a stated VaR of 12% means that the portfolio should not lose more than 12% of its value in one year with a probability of 95%. In other words, an annual loss of more than 12% can occur on average in one year out of 20 (1/20, or 5% probability).

Example: For an investment amount of 50,000 Euro this means that on average every 20 years the loss in value could exceed 6,000 Euro."
English,Wealth management,Investment model & risk management,Why do the risk classes at Scalable Capital have percentages and no explanatory designations?,"In the financial industry, investment strategies are often described with vague, intangible terms such as ""moderate"" or ""opportunity-oriented"". At Scalable Capital, we deliberately avoid these empty terms, which do not give investors any concrete information about the risks they are taking on with their investment.

Experience shows that financial market risks fluctuate considerably over time and increase significantly in times of crisis. A so-called ""moderate"" portfolio with an allocation of, say, 40% in equities and 60% in bonds may indeed have a ""moderate"" risk profile in absolute terms during a ""normal"" market phase. However, if equity and bond markets enter turbulence, the risk of loss can multiply. The designation ""moderate"" simply means that the risk is lower relative to a portfolio with ""opportunity-oriented"" risk, but in absolute terms it may nevertheless have increased sharply. Consequently, even so-called ""moderate"" investment strategies can suffer high, percentage losses.

At Scalable Capital, each risk category is instead assigned a specific risk of loss (VaR) or equity exposure (ESG). The risk of loss indicates the percentage annual loss that should not be exceeded with a probability of 95%. This risk measure is referred to as Value-at-Risk or VaR for short. A specified VaR of, for example, 12% then means that the portfolio should not lose more than 12% of its value in one year with a probability of 95%, or put another way, on average in one year out of 20 (1/20, i.e. 5% probability) an annual loss of more than 12% can occur. Our clients therefore know from the outset how much risk of loss they are taking - and this in absolute percentage terms, not relative to general market fluctuations. If this loss risk is threatened to be exceeded, a risk-reducing portfolio reallocation is automatically carried out. In the opposite case, in phases of relatively low market risk, a risk-increasing reallocation is made - subject to the agreed risk tolerance. This ensures that no potential returns are wasted due to an overly conservative portfolio structure. In this way, the investment risk is always dynamically controlled and does not simply fluctuate with the risks on the financial markets.

The equity quota reflects the target weighting of equities in the respective risk category, which we continuously restore through reallocations. The initial equity quota and the strategic orientation of your investment are thus ensured time and again.

In summary, risk is the currency with which investors buy returns. Our customers decide for themselves how much risk ""they want to put on the table""."
English,Wealth management,Investment model & risk management,Can I lose more than the VaR of my portfolio?,"Yes. A loss or a temporary negative performance of your portfolio exceeding the VaR is not only possible, but even to be expected with a probability of 5%. This risk of loss exists regardless of the risk category you choose.

Example:
With a VaR of 12%, your portfolio is expected to lose no more than 12% in value on an annual basis with a probability of 95% (i.e., on average, 19 out of 20 years). However, with a 5% probability (i.e., once in 20 years on average), you can expect to lose more than 12% on an annual basis.

Further guidance regarding your risk can be found here."
English,Wealth management,Investment model & risk management,How broadly diversified is my portfolio?,"Risk diversification is essential for successful long-term investing. Scalable Capital invests globally in up to seven different asset classes representing up to 9,500 individual stocks from up to 90 countries. We exclusively use carefully selected Exchange-Traded Funds (ETFs) and, if applicable, Exchange-Traded Commodities ETCs), which track the performance of various indices or a commodity (e.g. gold) at low cost.

Diversification is all the more effective the less the various investments in the portfolio move in sync. Our risk management technology takes into account the constantly changing interdependencies between asset classes to ensure that investors' portfolios are always optimally positioned, even in different market phases. In doing so, we use methods that go far beyond conventional correlation analysis, which is, however, useless in times of crisis. Further explanations for our dynamic risk management can be found in our whitepaper."
English,Wealth management,Investment model & risk management,How often is my portfolio adjusted?,"We make adjustments whenever the risk of your investment as calculated by us, threatens to deviate from the previously defined risk of loss (measured by VaR) or your portfolio weight deviates from the target weights (measured by the equity quota in our ESG portfolios).

For our sustainable strategies, we monitor on a daily basis whether the strategic target weights for your risk category, spread across asset classes and regions, are still met within your portfolio. If your portfolio weights deviate, we automatically rebalance this for you. The initial equity quota and the strategic orientation of your investment are thus always restored.

For our risk categories measured by VaR, we can additionally control the weights dynamically within a certain range, as the products selected for the portfolio are more liquid.

In detail, this is how it works for our dynamic risk management: Our risk management technology regularly reviews the risk of our customer portfolios. If the loss potential is forecast to be higher than that defined for the respective risk category, we reallocate from higher-risk asset classes (such as equities) to lower-risk asset classes (such as government bonds or money market funds). This does not mean that we immediately act frantically every time there is a price correction. But we do systematically adjust the portfolio to the market situation when it changes on a sustained basis. The aim is to protect investors from excessive stress and increase their chances of above-average returns. In calm market phases, in turn, rebalancing takes place in the opposite direction. We make adjustments whenever the risk we calculate for your investment threatens to deviate from the previously defined risk of loss (measured by VaR).

So we focus on managing risk. We do not try to predict returns. According to many empirical studies, this is not useful anyway. We therefore do not select individual stocks on the basis of expected value growth (so-called stock picking) and do not follow investment trends.

New investments are invested as soon as they are credited, but at the latest with the next rebalancing. In the process, we aggregate the orders to be executed for all customer portfolios. In this way, we minimize trading costs."
English,Wealth management,Investment model & risk management,I have a high risk category (VaR). Why is my share in equity ETFs so low?,"In order to comply with your risk specifications, your portfolio is continuously monitored and analyzed with regard to its risk potential. Therefore, in periods when equity markets do not have an attractive risk-return profile and there is a threat of your downside risk being exceeded, there may be a risk-reducing portfolio shift away from equity ETFs and towards bond ETFs. As soon as the markets calm down and the risk-return profile in the equity markets improves, equity ETFs will also be allocated to your portfolio again."
English,Wealth management,Investment model & risk management,Can I change the investment strategy after registration?,"Yes. The investment strategy can be changed after enrollment. We have determined suitable investment strategies for you based on your investment objectives, knowledge and experience, and financial circumstances. If there have been any changes, you can run the suitability check again and adjust your risk category. You can also change your VaR portfolio to an ESG portfolio and vice versa free of charge.

To do so, please log in to the customer area and open the ""Profile"" section. Then select the ""Investment Strategy"" menu item, where you can run the suitability check again and adjust your risk category (VaR or ESG).

We recommend that a change of investment strategy should only be made if your circumstances have changed. For long-term wealth accumulation, it's important to be consistent with your investment strategy and not be tempted by daily events in the capital markets to act in the short term."
English,Wealth management,Investment model & risk management,Where can I find information about distributions?,"A distinction is made between distributing and non-distributing ETFs, whereby distributing ETFs do not guarantee regular distributions. Distributions (e.g. dividends or interest) of the ETFs we use are credited to your settlement account and automatically reinvested by us."
English,Wealth management,Investment model & risk management,Can risks be predicted?,Video Input
English,Wealth management,Investment model & risk management,How does Scalable Capital's dynamic risk management work?,Video Input
English,Wealth management,Investment model & risk management,Who makes the investment decisions at Scalable Capital?,"For portfolio management, we use leading technology and the latest findings from capital market research and financial econometrics. Unlike an active asset manager, we do not make portfolio reallocations based on subjective opinions about price developments of specific asset classes. Portfolio adjustments are essentially the result of deviations in the loss risks or target weights of the current portfolios from our clients' chosen risk category.

However, the actual trading, i.e., the execution of securities orders, takes place by a real investment team, which reviews and bundles the securities orders and finally passes them on to our trading bank.

In this way, we ensure that there is still a human controller, but one that does not actively intervene in portfolio management, but rather develops, monitors and maintains the system."
English,Wealth management,Investment model & risk management,"Is it possible to not be invested at all, but at the same time leave the money with Scalable Capital?","In fact, one of our goals as an automated asset manager is precisely to avoid emotional wrong decisions, which are often made especially in difficult market phases. For this reason, there is no provision for a complete shift of the portfolio assets into overnight money at the customer's request. However, our investment model itself does not provide for a maximum limit for overnight money for portfolios with dynamic risk management (VaR), so a complete shift into overnight money is also conceivable in the event of extreme market turbulence."
English,Wealth management,Investment model & risk management,Is there a benchmark for investment strategies?,"Yes. There is a defined benchmark for each investment strategy. A Morningstar® fund category corresponding to the respective risk exposure is definied as the benchmark.
The benchmarks for the individual risk categories are included in the customer documents. You can also read through our contract documents."
English,Wealth management,Investment universe & ETF selection,What exactly does Scalable Capital invest my money in?,"To offer you optimal risk diversification, we invest globally in all major asset classes for you: Equities, government bonds, collateralized bonds (Pfandbriefe and covered bonds), corporate bonds, real estate, commodities and money market.

To gain access to these asset classes, we invest exclusively in exchange-traded funds (""ETFs"" or also known as ""index funds""), which track up to seven asset classes with up to 9,500 individual securities from up to 90 countries.

An overview of the selection process and the currently selected ETFs can be found in the Investment Universe section. The investment universe of our sustainable portfolios can be found here."
English,Wealth management,Investment universe & ETF selection,What are ETFs?,"Exchange-traded funds (ETFs) are investment funds that replicate the performance of a stock market index, such as the DAX, without a fund manager making active investment decisions. They are therefore also known as passive index funds. Like an investment fund, an ETF gives you access to a broader set of securities. such as stocks. Unlike actively managed investment funds, however, they are much more cost-effective, because they do not require expensive management fees or premiums that eat up your return. Since ETFs are traded on stock exchanges, they also offer daily liquidity. In short: ETFs enable broadly diversified and cost-effective investments."
English,Wealth management,Investment universe & ETF selection,How does Scalable Capital select the ETFs used in portfolios?,"ETFs are selected through an extensive, multi-stage process. The most important quantitative and qualitative selection criteria are:

Low costs - Avoiding costs is one of the most important criteria for long-term investment success. When selecting ETFs, we pay particular attention to the Total Expense Ratio (TER) metrics, which indicates the total cost of tracking the index, and the Total Cost of Ownership (TCO), which takes into account external trading costs such as bid-ask spreads, taxes and brokerage fees.

High liquidity - ETFs with low trading liquidity tend to have wider bid-ask spreads, which increases trading costs. We look for ETFs with large asset sizes and multiple market makers to ensure the best possible tradability and minimize trading costs.

Low tracking error - Tracking error indicates the accuracy of index tracking. We look for low deviation of ETF performance from the underlying index to achieve the most accurate representation of the intended investment market.

Appropriate diversification - ETFs usually track very broad market indices, with dozens, and often hundreds or thousands, of individual stocks. This broad diversification of risk provides access to the fundamental return drivers of each asset class without accepting high individual risk. On the other hand, very broad-based indices contain a so-called long tail, i.e. a number of smaller companies with lower liquidity and thus higher trading costs. Our selection process pays attention to a balanced and favorable ratio of risk diversification and implied trading costs of the ETFs.

Safe replication method - ETFs are offered in two basic designs: with physical and synthetic replication of the underlying index.

In physical replication, the index is replicated by purchasing the individual index components (for example, the 30 individual stocks of the DAX).

In synthetic replication, the ETF provider enters into an agreement in the form of an exchange transaction (""swap"") with an investment bank, under which the exact performance of the desired index is guaranteed. Thus, a swap-based ETF does not directly include the underlying stocks. We pay attention to the use of physically replicating ETFs in our selection. Only in the commodities asset class, which tracks a broad basket of commodities, are ETFs with synthetic replication used, as commodity ETFs cannot be represented with physical replication. We invest in gold via an ETC (exchange-traded commodity). This security, an exchange-traded debt security, is backed by physical gold that is held securely for you in a bank vault.

Sustainability - Wherever possible, we use sustainable ETFs. These ETFs usually have additions such as ""ESG"" or ""ESG Screened"" in their name. This indicates to ETF providers that sustainability criteria are taken into account in the composition of an ETF. This leads, for example, to the exclusion of arms manufacturers or tobacco companies.

An overview of the ETFs currently used can be found in the Investment Universe section. The investment universe of our sustainable portfolios can be found here."
English,Wealth management,Investment universe & ETF selection,"Why are individual ETFs in my portfolio marked as ""phase-out""?","If Scalable Capital identifies a more suitable ETF in an asset class, the exchange for existing customers is carried out gradually. In contrast to a one-time sale of all old shares, an additional tax expense can be reduced in this way, if necessary.

Additional purchases in the event of further deposits or a higher target weighting of these asset classes are made exclusively in the new ETF, while sales always first reduce the holdings of the old product. The old fund is indicated to the customer by the marking ""Phase-Out""."
English,Wealth management,Investment universe & ETF selection,Is there a minimum investment period for my account or a minimum term for my contract?,"No. There is no minimum holding period or minimum term. Our service can be cancelled at any time. We invest exclusively in ETFs with exchange day tradability to provide you with the best possible liquidity.

However, a longer investment horizon can be advantageous for the investment and reduce investment risks. Especially in the case of negative performance, a longer holding period increases the likelihood that the portfolio can recover."
English,Wealth management,Investment universe & ETF selection,How much money should I invest?,Investing in the capital market comes with risks. We therefore advise our clients to keep an immediately available emergency reserve for unforeseen events which should cover all of your current expenses and obligations for at least six months.
English,Wealth management,Investment universe & ETF selection,Does Scalable Capital also consider tax criteria when selecting ETFs?,"Yes. Tax criteria are also taken into account when selecting ETFs. As we also explain here, the tax treatment of ETFs for private investors has been significantly simplified by the Investment Tax Act (InvStG) 2018. Domestic and foreign funds are now taxed according to the same system, so since the beginning of 2018, unlike under the old tax regime, foreign accumulating funds are now also used.

The tax burden is paid directly by the custodian bank. This means that there is no additional expense for the private investor in the tax return."
English,Wealth management,Investment universe & ETF selection,Do you also invest in Short ETFs?,No. We currently invest exclusively in long-only ETFs. An overview of all ETFs used can be found in our current investment universe.
English,Wealth management,Investment universe & ETF selection,Are you tied to specific ETFs when investing due to commission agreements? ,"We do not receive kickbacks (reimbursements) or commissions, as we believe that only a truly independent asset management company can act in the best interest of the client. If we receive such benefits, we undertake to pay these benefits to our clients as part of the asset management agreement. We only accept non-financial inducements if they improve the quality of asset management and do not conflict with the client's interests. These can be financial analyses, information material, training or technical services."
English,Wealth management,Investment universe & ETF selection,What happens if an ETF provider declares becomes insolvent?,"Should an ETF provider become insolvent, the assets managed by the ETF are protected from insolvency by their status as special assets. In the course of the insolvency proceedings, the insolvency estate as well as the claims of the creditors against this insolvency estate are determined and the creditors are served according to their claim. The assets managed by ETFs do not become part of the insolvency estate and are thus protected from access by the creditors of the investment company. Only the holders of the unit certificates of the ETFs are entitled to their pro rata share of the assets managed by the ETF."
English,Wealth management,Costs,What are the total costs of using Scalable Capital?,"The costs of the investment services consist of the remuneration of the asset manager, ""Scalable Capital"", and the transaction fee for the securities trading of the custodian bank and add up to 0.75% p.a.. The calculation is made daily on the basis of the average client assets under management, and the settlement is made monthly, separate for the asset manager and the custodian bank. The debit is made from your clearing account at the custodian bank. There are no further costs, e.g. for account and custody account management. There are also no hidden costs, issue surcharges or other commissions. For details, please refer to our list of prices and services.

The costs of the financial instruments (ETFs) add up to 0.15% p.a. They are already included in the market prices and would therefore also be borne by investors who trade in securities themselves. It is expected that these costs will fluctuate over time and there may be spikes in turbulent markets.

Custody account management is free of charge."
English,Wealth management,Costs,Where can I see the fees I have paid?,"In your respective portfolio you can view your paid fees and taxes under the menu item ""Performance"". For a display of the absolute values you first have to toggle the switch in the upper right corner from ""%"" to ""Euro""."
English,Wealth management,Costs,"Does Scalable Capital receive refunds, commissions or other financial benefits from other companies?","No. We believe that only a truly independent asset management company can act in the best interests of the customer. That is why we do not accept any hidden costs or issue surcharges. If we receive such inducements, we undertake under the asset management agreement to pay you these inducements.

We only accept non-monetary benefits if they improve the quality of asset management and do not conflict with our clients' interests. These are, for example, financial analyses, information material, training or technical services. We will, of course, disclose the acceptance of these types of inducements to you."
English,Wealth management,Costs,What are the management fees of the ETFs?,"Mapping an index through an ETF is usually much cheaper for the investor than investing in traditional mutual funds. We select the most cost-effective ETFs for our customers.

The costs of the financial instruments (ETFs) add up to 0.15% p.a. They are already included in the market prices and would therefore also be borne by investors who trade in securities themselves. These costs are expected to fluctuate over time, with possible spikes in turbulent markets."
English,Wealth management,Costs,Are the fees for investment services (0.75% p.a. total) calculated according to the capital invested or according to performance?,"The calculation is made on a daily basis on the basis of the average client assets under management, and the asset manager and the custodian bank are billed separately on a monthly basis. The debit is made from your clearing account at the custodian bank."
English,Wealth management,Reporting & taxes,Where can I find information about taxes?,"For all questions regarding the annual tax certificate, tax allowance, or the final withholding tax, there is a separate ""Taxes"" section in our FAQs. Please note that Scalable Capital cannot provide tax consulting services."
English,Wealth management,Reporting & taxes,Will I receive reporting on my portfolio in addition to my login?,"Yes. You will receive a quarterly report on the performance of your portfolio via PDF to your mailbox at Scalable Capital. The report contains an overview of performance, benchmark, trades executed, distributions and other key figures related to your portfolio."
English,Wealth management,Reporting & taxes,How is the percentage return calculated in the account summary?,"To calculate the percentage return in your personal area at https://de.scalable.capital/login, we use the time-weighted method. The time-weighted return is adjusted for inflows and outflows and thus allows a direct comparison with a benchmark or another portfolio.

To calculate the time-weighted return, the entire investment period is broken down into different time periods. Whenever a deposit or withdrawal occurs, the return up to that point is calculated and a new period begins. To obtain the time-weighted return for the entire investment period, the returns for each period are multiplicatively linked."
English,Wealth management,Reporting & taxes,Why is my percentage return different from my absolute return?,"The time-weighted return shown in the account summary is adjusted for deposits and withdrawals. Therefore, your portfolio may have a positive or negative percentage return as the underlying portfolio has moved positively or negatively over time, but your absolute return may still be negative or positive. This often occurs if the majority of your portfolio was deposited and invested at a relative market high or low.

Two extreme examples:
You have an initial investment amount of 10,000 Euro invested with us. Subsequently, the market rises by 50% and your portfolio increases to a value of 15,000 Euro. Now let's assume you were to deposit an additional 1,000,000 Euro into your portfolio and the market immediately fell by 10%. In this case, your portfolio would lose over 100,000 Euro in value (significantly more than your initial gain of 5,000 Euro). Nevertheless, the percentage performance of your portfolio would be positive (increased by 50% and only decreased by 10%).

You have invested an initial amount of 10,000 Euro with us. Subsequently, the market crashes by 50% and your portfolio drops to a value of 5,000 Euro. Now let's assume you were to deposit an additional 1,000,000 Euro into your portfolio and the market immediately rose by 10%. In this case, your portfolio would gain over 100,000 Euro in value (significantly more than your initial loss of 5,000 Euro). Nevertheless, the percentage performance of your portfolio would be negative (50% down and only 10% up)."
English,Wealth management,Reporting & taxes,What information does the annual account statement contain?,"You will receive your annual account statement at the end of the year. This contains the balance of your custody account, but not the assets in your clearing account. If you are taxable in Germany, you will receive your annual fiscal certificate for your account by April 12 in your account inbox.

To get an overview of your portfolio including cash, please log in at scalable.capital/login. All relevant information about your account and custody account is always available."
English,Wealth management,Cancellation,Are cancellations free of charge?,Yes. Cancellation is free of charge and possible at any time.
English,Wealth management,Cancellation,How can I cancel my Scalable Capital account?,"Please log into your customer area and click on ""Profile"" in the menu bar. Under the item ""Portfolios"" you will find a list of your portfolios and the option to cancel it. If you are using our mobile app for Android or iOS, you will need to open the products in the ""Profile"" section.

Once we receive the cancellation request, we will instruct the sale of the securities in your portfolio within a reasonable time. Pending trades will be brought to settlement before then. Please note that even on trading days, same-day execution cannot be guaranteed.

As a client with a custody account at ING, you also have the option to terminate asset management only (keep securities). If you choose this option, ING will convert your Scalable account into a Direct account and your Scalable account into an Extra account. The securities will not be sold and will remain in the direct custody account. Your cash balance remains in the Extra account (after deduction of outstanding compensation claims)."
English,Wealth management,Cancellation,"In the event of termination, can I continue to hold my securities account with the custodian bank or have the ETFs transferred to a securities account at another bank?","In case of a termination of the asset management with Scalable Capital, the managed securities account will be closed. However, a transfer of the securities / ETFs held at the time of termination to another custody account is possible."
English,2FA,Two-factor authentication (2FA),How does two-factor authentication work at Scalable Capital?,"In addition to your password, your Scalable Capital account can also be protected with your linked device. This keeps attackers out, even if your password is stolen. Your linked device must have the Scalable Capital app installed, and two-factor authentication must be enabled."
English,2FA,Two-factor authentication (2FA),Why should I enable two-factor authentication?,"You must activate two-factor identification in order to change personal data, such as your address or reference account, in our app or online."
English,2FA,Two-factor authentication (2FA),How do I enable two-factor authentication?,"Log in to your Scalable Capital account in our app. Go to ""Profile"" and then select ""Two-factor authentication"" in the menu. During the activation process, you will receive an email with an activation link that you will need to confirm on the mobile device that you want to link."
English,2FA,Two-factor authentication (2FA),How do I disable two-factor authentication?,"Log in to your Scalable Capital account in our app. Go to ""Profile"" and then select ""Two-factor authentication"" in the menu. Select the option to disable two-factor authentication. You may reenable two-factor authentication in the same way again at any time."
English,2FA,Two-factor authentication (2FA),Why do I need the backup code?,"As part of the activation process, you will receive a backup code. Keep this in a safe place that is only accessible to you. You may need the backup code in case you change or lose your smartphone."
English,2FA,Two-factor authentication (2FA),"What happens if my linked smartphone is replaced, lost, stolen, or damaged?",You will need your backup code to use two-factor authentication in these types of situations.
English,2FA,Two-factor authentication (2FA),How do I disable two-factor authentication with a backup code?,"Log in to your Scalable Capital account in our app. Go to ""Profile"" and then select ""Two-factor authentication"" in the menu. Select ""I don't have access to my linked device,"" and then enter your backup code. "
English,2FA,Two-factor authentication (2FA),What happens if I don't have access to my linked device and have also lost my backup code?,"If you do not have your linked device or your backup code, please contact our customer service."
English,2FA,Two-factor authentication (2FA),Can I use two-factor authentication without an internet connection?,No. The prerequisite for using two-factor identification is an active internet connection. Only then can your linked device be informed about any changes of sensitive data.
English,2FA,Two-factor authentication (2FA),Why can I not use an mTAN that is sent to me via an SMS message?,"SMS messages are a frequently used method of two-factor authentication. However, SMS messages are commonly criticized due to their possible security vulnerabilities. Therefore, Scalable Capital has chosen to use a modern, digital method to provide you with a high level of security."
English,2FA,Two-factor authentication (2FA),Why are deposits and withdrawals not protected with two-factor authentication?,"Deposits and withdrawals are made exclusively via the reference account you have specified. Therefore, changing the reference account is a particularly sensitive process. This is only possible with two-factor authentication."
English,Broker,Savings plan,How much does a stock savings plan cost?,"In FREE Broker you can either set up a stock savings plan or an ETF savings plan free order order fees. Each additional savings plan costs 0.99 Euro per execution.

In addition, in FREE Broker all our PRIME partners’ ETFs (DWS Xtrackers, Invesco, and iShares by BlackRock) are free of order fees.

PRIME Broker and PRIME Broker Flex offer unlimited ETF and stock savings plans free of order fees.

Savings plans are traded exclusively via gettex. 
"
English,Broker,Savings plan,Which stocks are eligible for savings plans?,"Many stocks that are available in the Scalable Broker can also be purchased through savings plans. There are no restrictions regarding the size of the company or the location of its headquarters. If you cannot find the company you are looking for, please write to us at service@scalable.capital. We will gladly take your feedback into account and constantly expand our offer."
English,Broker,Savings plan,How can I set up a stock savings plan?,"Search for the desired stock using the search function. On the security overview page, click on ""Set up savings plan"". Enter an amount of at least 25 Euro per month and confirm by clicking on ""Set up savings plan."" The savings rate is debited from your current account and automatically invested for you."
